,comments,label
15766,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15767,로봇청소기인줄ㅋㅋㅋㅋ,
15768,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ김ㅋㅋㅋㅋㅋㅋㅋㅋㅋ천ㅋㅋ,
15769,ㅋㅋㅋㅋㅋㅋㅋ 바로 이해되네요,
15770,국그릇ㅋㅋㅋㅋㅋ 뭔지 알져ㅋㅋㅋㅋ,
15771,김천 국그릇 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15772,ㅇㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15773,헉ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15774,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15775,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15776,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15777,김천 국그릇ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15778,무슨 소리인가 했넼ㅋㅋㅋㅋㅋ,
15779,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15780,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15781,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15782,김천 국그릇ㅋㅋㅋㅋ와 어떻게 저런 드립을 생각해내짘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15783,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15784,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15785,어디가 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15786,김천 국그릇 아 진짜 ㅋㅋㅋㅋㅋㅋㅋ,
15787,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15788,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15789,아 김천 국그릇ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15790,ㅋㅌㅌㅋㅋㅋ,
15791,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15792,김천 국그릇ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15793,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15794,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15795,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15796,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15797,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15798,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15799,아닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15800,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15801,김천 국그릇ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 이런 생각은 어떻게 하는거에욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15802,김천 국그릇ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15803,아 ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄲㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㅋ,
15804,김천 국그릇 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
15805,앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ뮤슨 소리인㉮했넼ㅋㅋㅋㅋㅋㅋ,
15806,ㅋㅋㅋㅋㅋㅋㅋㅋ,
15807,김천 국그릇ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ센스 대박,
15808,비유찰떡ㅋㅋㅋ,
15809,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ국그릇ㅋㅋㅋㅋㅋ,
15810,ㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아,
15811,ㅇㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌ사람들 생각이 참ㅋㅌㅌㅌㅋㅋㅋㅋ참신하네요,
15812,헐 너무좋다..,
15813,진짜 너무 귀엽고 옛날 폴더폰느낌나서 좋아요ㅠㅠ지금 아이폰쓰는데 다음 폰은 꼭 z플립으로!!ㅠㅠ,
15814,와 좋은 기능 너무 많네요...사고싶어졌어요ㅠㅠ,
15815,제거에욥 너무 편해요 이 시리즈 계속 나왔으면 좋겠어요 한손에 들기 너무 편하고ㅠㅠㅠㅠ 주머니나 작은가방에도 쏙 들어가서 진짜 짱이에여,
15816,헐 셀카찍기엔 어떤가요? 오이현상 없나용,
15817,삼성폰 오이현상 없어진지 꽤됐어요,
15818,갤8인가부터 괜찮다고 들었는데 여전히 아이폰에 비해서 있다는 사람이랑 없다는 사람이랑 좀 갈리더라구요 같은 폰을 써도..그래서 복불복인가 했어요ㅎㅎ그 뒤에 나온 모델부턴 아예 없어졌나보네요..!,
15819,전혀 그런거 없어용 스펙은 노트10이랑 같을거에여 셀카 너무 편하구 친구랑 영상통화도 너뮤 편해요ㅋㅋ,
15820,오 그렇군요ㅋㅋ답변 감사합니당,
15821,카메라 화질 좋나요??ㅠㅠ,
15822,카메라 스펙은 아마 노트10이랑 같을거에요 s20에는 한참 못미치겠지만ㅠㅠ 전 카메라 쓰는데 너무 좋았어요 화질도 좋구요!!,
15823,너무 귀여워..,
15824,헐좋네,
15825,헐 첨엔 굳이 멀쩡한 걸 왜 접어서 쓰나했는데 진짜 실용성이 좋은 거 같아요,
15826,대박.... 엄마한테 알려줘야겠다 아직 제대로 활용 못하고 계셨는데,
15827,헐 너무 갖고싶어요ㅠㅠ 하지만..,
15828,진짜 생각보다 괜츈한듯..,
15829,너무예뻐ㅠㅠㅠ,
15830,갖고 싶어요ㅜㅜㅜㅜ아이폰만 쓰다가 첨으로 갤럭시갖고 싶다는 마음이 뿜뿜,
15831,왜 다시 접지했는데 생각보다 좋은듯 무엇보다 색이 너무ㅠㅠㅠ,
15832,"다음 폰은 플립,,,",
15833,다음 시리즈로도 나왔으면 좋겠어요 ㅠㅠ 더 좋게 개발해서 ... 노트10 12월에 바꿨는데 이걸로 폰 바꾸고 싶음 ㅎ,
15834,와 좋다 좋다,
15835,너무예브다ㅜㅜ,
15836,레트로감성자극 ..ㅠㅠ 갤럭시20 1억화소도 엄청 탐나는데 저 감성때문에 플립 사야겠숴ㅠㅠ,
15837,기여워요 ...,
15838,진짜 사고싶다..전자기기 욕심 없는데 진짜 가지고 싶다...,
15839,월요일에 받으러 갑니다 ㅎㅎㅎ,
15840,아 사고싶가...,
15841,저 삿어요!!!!짱이뻐여...!!!,
15842,너무 갖고 싶다..........,
15843,예쁘다..,
15844,Lg도 비슷한 휴대폰 있지 않아요? ㅎㅎ 두개다 비교하는 영상 찾아봐야겠구만 ㅎㅎ,
15845,저도 z플립 리뷰 보면서 가장 획기적이라고 느꼈을 때가 상하 화면 분할이 되니까 위에는 영상통화하고 아래로는 카톡이나 인터넷을 할 수 있더라고요! 거기다 사진 찍을 때도 분할해서 카메라 화면을 아래로 하면 캠코더 처럼 편하게 화면 보면서 찍을 수 있어서 편리해보였어요. 근데 넘나 비싼 것..ㅠㅜㅠ,
15846,상하 화면 분리는 기존 갤럭시도 가능해요!,
15847,아 저도 갤럭시라 분할 되는 거 알아요! 대신 z플립은 노트북 처럼 받쳐서 쓸 수 있어서 저 기능이 더욱 플러스 효과가 되는 의미에서 말한 거였어요ㅎㅎ 으어어 말로 설명하려니까 전달이 잘 안되네요ㅠㅜ,
15848,아...이건 진짜 너무 사고싶다 오바다 진짜 진싐으로 ....,
15849,이 분꺼 영상으로 봐주세요... 리뷰도 잘하시고 센스도 있으신...,
15850,귀엽다 진짜,
15851,ㄹㅇ 빅시아 같아서 유튜버들한테 좋을 듯,
15852,아주이뻐요😍,
15853,와 너무 예쁘네요ㅜㅠ케이스 씌운건가요?,
15854,넹 기본케이스에요😄😄,
15855,우와 접히는 장점을 진짜 최대한 끌어모은게 보이네요,
15856,와 진짜 너무 이쁘고 제가 딱 원하던 기능 다 모은 듯 ㅠㅠ,
15857,와 갖고 싶다..,
15858,넘귀여워욬ㅋㅋㅋ,
15859,맨 첨엔 진짜 별로라 생각했는데 엄청 탐나..,
15860,막짤만으로도 살 이유 충분하네,
15861,너무너무 예뻐보임...갤럭시 예쁘다고 생각 한거 진짜 오랜만......,
15862,와 이쁘다 ... 가격대 얼마에요 ..?,
15863,165요!,
15864,너무 귀엽다 ..갖고싶다,
15865,헐 저 보기 전엔 또 폴더블인가 했는데 와 너무 이뻐요 와 바꾸고 싶어요ㅠㅠㅠ진짜 제 취저ㅠㅠㅠㅠㅠㅠ,
15866,아 진짜 갤럭시 셀카만 잘나오면 살텐데,
15867,진짜 백만년만에 사고싶어요 ㅠㅠ 너무 영롱하네요 ㅠㅠ,
15868,와 후면에서 찍을 때도 어떻게 찍히고 있는지 볼 수 있는건 ㄹㅇ 좋다,
15869,헐 너무좋다..,
15870,진짜 너무 귀엽고 옛날 폴더폰느낌나서 좋아요ㅠㅠ지금 아이폰쓰는데 다음 폰은 꼭 z플립으로!!ㅠㅠ,
15871,와 좋은 기능 너무 많네요...사고싶어졌어요ㅠㅠ,
15872,제거에욥 너무 편해요 이 시리즈 계속 나왔으면 좋겠어요 한손에 들기 너무 편하고ㅠㅠㅠㅠ 주머니나 작은가방에도 쏙 들어가서 진짜 짱이에여,
15873,헐 셀카찍기엔 어떤가요? 오이현상 없나용,
15874,삼성폰 오이현상 없어진지 꽤됐어요,
15875,갤8인가부터 괜찮다고 들었는데 여전히 아이폰에 비해서 있다는 사람이랑 없다는 사람이랑 좀 갈리더라구요 같은 폰을 써도..그래서 복불복인가 했어요ㅎㅎ그 뒤에 나온 모델부턴 아예 없어졌나보네요..!,
15876,전혀 그런거 없어용 스펙은 노트10이랑 같을거에여 셀카 너무 편하구 친구랑 영상통화도 너뮤 편해요ㅋㅋ,
15877,오 그렇군요ㅋㅋ답변 감사합니당,
15878,카메라 화질 좋나요??ㅠㅠ,
15879,카메라 스펙은 아마 노트10이랑 같을거에요 s20에는 한참 못미치겠지만ㅠㅠ 전 카메라 쓰는데 너무 좋았어요 화질도 좋구요!!,
15880,너무 귀여워..,
15881,헐좋네,
15882,헐 첨엔 굳이 멀쩡한 걸 왜 접어서 쓰나했는데 진짜 실용성이 좋은 거 같아요,
15883,대박.... 엄마한테 알려줘야겠다 아직 제대로 활용 못하고 계셨는데,
15884,헐 너무 갖고싶어요ㅠㅠ 하지만..,
15885,진짜 생각보다 괜츈한듯..,
15886,너무예뻐ㅠㅠㅠ,
15887,갖고 싶어요ㅜㅜㅜㅜ아이폰만 쓰다가 첨으로 갤럭시갖고 싶다는 마음이 뿜뿜,
15888,왜 다시 접지했는데 생각보다 좋은듯 무엇보다 색이 너무ㅠㅠㅠ,
15889,"다음 폰은 플립,,,",
15890,다음 시리즈로도 나왔으면 좋겠어요 ㅠㅠ 더 좋게 개발해서 ... 노트10 12월에 바꿨는데 이걸로 폰 바꾸고 싶음 ㅎ,
15891,와 좋다 좋다,
15892,너무예브다ㅜㅜ,
15893,레트로감성자극 ..ㅠㅠ 갤럭시20 1억화소도 엄청 탐나는데 저 감성때문에 플립 사야겠숴ㅠㅠ,
15894,기여워요 ...,
15895,진짜 사고싶다..전자기기 욕심 없는데 진짜 가지고 싶다...,
15896,월요일에 받으러 갑니다 ㅎㅎㅎ,
15897,아 사고싶가...,
15898,저 삿어요!!!!짱이뻐여...!!!,
15899,너무 갖고 싶다..........,
15900,예쁘다..,
15901,Lg도 비슷한 휴대폰 있지 않아요? ㅎㅎ 두개다 비교하는 영상 찾아봐야겠구만 ㅎㅎ,
15902,저도 z플립 리뷰 보면서 가장 획기적이라고 느꼈을 때가 상하 화면 분할이 되니까 위에는 영상통화하고 아래로는 카톡이나 인터넷을 할 수 있더라고요! 거기다 사진 찍을 때도 분할해서 카메라 화면을 아래로 하면 캠코더 처럼 편하게 화면 보면서 찍을 수 있어서 편리해보였어요. 근데 넘나 비싼 것..ㅠㅜㅠ,
15903,상하 화면 분리는 기존 갤럭시도 가능해요!,
15904,아 저도 갤럭시라 분할 되는 거 알아요! 대신 z플립은 노트북 처럼 받쳐서 쓸 수 있어서 저 기능이 더욱 플러스 효과가 되는 의미에서 말한 거였어요ㅎㅎ 으어어 말로 설명하려니까 전달이 잘 안되네요ㅠㅜ,
15905,아...이건 진짜 너무 사고싶다 오바다 진짜 진싐으로 ....,
15906,이 분꺼 영상으로 봐주세요... 리뷰도 잘하시고 센스도 있으신...,
15907,귀엽다 진짜,
15908,ㄹㅇ 빅시아 같아서 유튜버들한테 좋을 듯,
15909,아주이뻐요😍,
15910,와 너무 예쁘네요ㅜㅠ케이스 씌운건가요?,
15911,넹 기본케이스에요😄😄,
15912,우와 접히는 장점을 진짜 최대한 끌어모은게 보이네요,
15913,와 진짜 너무 이쁘고 제가 딱 원하던 기능 다 모은 듯 ㅠㅠ,
15914,와 갖고 싶다..,
15915,넘귀여워욬ㅋㅋㅋ,
15916,맨 첨엔 진짜 별로라 생각했는데 엄청 탐나..,
15917,막짤만으로도 살 이유 충분하네,
15918,너무너무 예뻐보임...갤럭시 예쁘다고 생각 한거 진짜 오랜만......,
15919,와 이쁘다 ... 가격대 얼마에요 ..?,
15920,165요!,
15921,너무 귀엽다 ..갖고싶다,
15922,헐 저 보기 전엔 또 폴더블인가 했는데 와 너무 이뻐요 와 바꾸고 싶어요ㅠㅠㅠ진짜 제 취저ㅠㅠㅠㅠㅠㅠ,
15923,아 진짜 갤럭시 셀카만 잘나오면 살텐데,
15924,진짜 백만년만에 사고싶어요 ㅠㅠ 너무 영롱하네요 ㅠㅠ,
15925,와 후면에서 찍을 때도 어떻게 찍히고 있는지 볼 수 있는건 ㄹㅇ 좋다,
15926,진짜 사고싶어요ㅠㅠ,
15927,흑 갖고싶다ㅠ,
15928,오,
15929,"접은 채로 전화 받으면 안열고 통화 가능할까요? 스피커가 어디있을지 안보이는뎅,,,",
15930,플립쓰는사람으로 접어서전화받을때 스피커모드로 자동으로 연결됩니당!,
15931,앗 스피커모드라니...좀 애매하네융ㅜㅜ 정보 감사해요!,
15932,단순히 제 생각인데이어폰 낀채로 받을 때 유용하게 쓸 수 있을 것 같네요!!,
15933,오늘 예약하고 왔어요! ㅎㅎ 월요일에 받으러 갑니당,
15934,우오앙 괜찮은거 같아요,
15935,예뽀다...,
15936,헐 삼성로고 없는거죠? 진짜 이브다 와,
15937,있는데 그 폴더 접히는 부분에 있을걸요?,
15938,삼성 로고는 힌지부분에 있습니당!,
15939,진짜 규ㅣ엽다ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,
15940,다 괜찮은데 돈이 없어서 못사네요ㅎㅅㅎ,
15941,우와 괜찮다... 다음에는 무조건 아이폰 사야지 했는데 고민되넹,
15942,헐 와 이글 보고 영업ㅈ당했어요,
15943,접히는거 솔직히 별로라 생각했는데 생각보다 꿀이에여!!!,
15944,"저 진짜 갤럭시 뽐뿌 온게 처음이라 너무 당황스러워요,,,,너무 갖고싶어여,,,,,",
15945,와...,
15946,약간 롤리팝 생각나네요,
15947,사고싶다..ㅠ,
15948,꼭 안닫고 펼쳐놓은 상태로 둬도 괜찮나요?!,
15949,진심 탐난다ㅠㅠ..,
15950,영롱해ㅜㅜ,
15951,마음접고있었는데 또ㅜㅜ사고싶어지네ㅜㅜ,
15952,배터리 살살 녹는다고 하던데...!근데 요즘 레트로 감성의 끝판왕이져 추억새록새록,
15953,n년 아이폰인생 처음으로 갤럭시 너무 사고 싶어요 ㅜㅜ,
15954,2222,
15955,후면 미니 사진찍을때 최고다..!,
15956,갖고싶다아 ㅠㅠㅠㅠㅠ,
15957,오 괜찮네요 생각보다!! 하드웨어와 소프트웨어를 잘 조화시키려고 노력한 흔적이 많이 보이네요..,
15958,헐 사고싶네여,
15959,헐진짜 귀여워............................,
15960,이런건 2세대를사야돼요 ㅋㅋ 좀 더 기다리싶아,
15961,얼마예요??,
15962,갖고싶다ㅜㅜ,
15963,귀여워요...,
15964,몇몇개는 기존 폰에서 사용할 수 있긴한데 플립이라 더 유니크해보이네여ㅠㅠㅠ,
15965,너무 이뻐ㅜ,
15966,잘 못 누르면 저도 모르는 사이에 무언가가 켜질 수도 있겠네요. 오.,
15967,아 근데 생각보다 크구나,
15968,레트로 감성에 맞게 잘 나온거 같아용.. 대박,
15969,진짜 이번에 잘 만들었다고 생각하는게 2000년대 초반에 폴더폰 쓰던 감성이 그리운 사람들 취향 완전 저격했어요ㅠㅠㅠㅠㅠㅠ특히 핸드폰 고리...,
15970,방수만 되면 고민 안할텐데...,
15971,하....180만원이 없어서 못사네요.... 사고싶다,
15972,우와... 생각보다 되게 괜찮아 보이네요,
15973,잘 만든 것 같아요,
15974,예쁜데 방수가...ㅠㅠ 빨리 방수기능을 넣어주세요... 다음 시리즈에는 부디...,
15975,헐 생각보다 좋다... 그리고 이쁘네?,
15976,"플립2세대 기다렸다가 살게요,,,, 너무 뽐뿌오지만ㅠㅠㅠ 좀더 나아진 2세대ㅠㅠㅠ",
15977,와 나 진짜 갖고싶다 진짜 진심으로...,
15978,와 진짜 대박,
15979,이쁘다 ㅠㅠㅠㅠㅠㅠ,
15980,예쁜데 액정이 너무 약해보여서여ㅠㅠㅠ,
15981,갖.고 싶.다.,
15982,톰브플립 언능왔음 좋겠당,
15983,"와 생각도 못했는데 셀카,사진찍기 좋아하는 분들은 진짜좋을것같아요",
15984,살 생각이 없었는데 (옛날에도 폴더폰 안 좋아했어서) 갑자기 보고있으니 사고 싶어지네ㅋㅋㅋㅋ,
15985,핸드폰 보고 예쁘단 생각 오랜만...,
15986,와 미니화면 대박,
15987,오늘 실물 보고 왔는데 진짜 예뻐요.... 다들 실물 보려고 줄 서서 기다리고 있었어요...ㅠㅠ,
15988,진짜 볼 수록 너무 탐나요 ㅠㅠ 보라 진짜 너무 이뻐 흑흑 ㅠㅠ,
15989,살거에요ㅠㅠ엉엉,
15990,아 좀만 참아서 저거 살걸 ㅠㅠㅠ 노트10 만족 하는데 플립 너무 옙부자나요..,
15991,진짜 핸드폰 뽐뿌오긴 처음ㅠㅠ,
15992,와 잘만들었다,
15993,아 너무 귀엽다,
15994,갖고싶어갖고싶어요 ㅠㅠㅠㅠ 흑흑흑.ㅠㅠㅠ,
15995,"우와 미니화면이 생각보다 유용하네용,,",
15996,와 아이폰만 고집했었는데 이건 진짜...,
15997,그리고 제일 중요한게 화날때 전화 탁!!!!!끊는게 가능합니다,
15998,와 근데 다떠나서 ㄹㅇ예쁨,
15999,식빵피자 맛있겠다..,
16000,진짜 가지고싶다... 너무 귀엽다...,
16001,아 진짜 아이폰에서 갈아탄다 무조건.,
16002,헐 예쁘네요 ㅠㅠ,
16003,몇년 후에 만나자...흑ㅠ,
16004,생각보다 너무너무 넘 이쁘잖아 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,
16005,헐 5번 대박 ㅠㅠㅠㅠ,
16006,와 어릴적 꿈꾸던 게 현실로...,
16007,사고 싶어요 진짜 돈만 많다면...,
16008,못 오를 나무는 쳐다보지도 마라돈은 없지만 외면하기 힘듭니다.,
16009,생각보다 더 좋네...진짜 대박이다,
16010,너무 갖고 싶다...,
16011,헐 생각보다 더 좋네,
16012,여러분 카메리ㅡ 어때요??,
16013,"와, 두 개 다 너무 예쁘다ㅠㅠㅠ",
16014,오 예쁘다,
16015,뭐야 어딨어요 못찾겠어 이게 한손조작 모든인가여,
16016,굿락설치후 패밀리로 들어가면 이쏘요,
16017,뭐야 어딨어요 못찾겠어 이게 한손조작 모든인가여,
16018,굿락설치후 패밀리로 들어가면 이쏘요,
16019,뭐야 어딨어요 못찾겠어 이게 한손조작 모든인가여,
16020,굿락설치후 패밀리로 들어가면 이쏘요,
16021,어쩐지 유럽 갔을때 소리 안나다가 한국오니까 다시 나더라구요ㅠㅠ,
16022,대단한데 좀무섭ㄷㅏ ㅠ,
16023,대박 생각만큼 흔들리지도 않네여..? 100배줌이면 사람손으론 너무 흔들려서 잘 못쓸거라고 생각했는데,
16024,"와,,,,,",
16025,카페에서 와이파이 비번 보는 용도로 딱이네여,
16026,달 사진 찍고싶다...,
16027,헉ॱଳ͘ 달 찍을 때 좋겠다,
16028,대박...,
16029,와....콘서트에서 ... 메뉴판 안보일 때 ... 갖고싶댜...,
16030,아무리 생각해도 외계인과 콜라보한 게 틀림없다,
16031,와...달 대박....,
16032,"와 저정도면 건물 안까지 다 보이겠어요 ,,",
16033,신기하고 좋은데 악용될까 무서워요,
16034,와 대박이당,
16035,달이 저렇게 보이다니,
16036,우와 신기하고 무섭..,
16037,헐 우와인데 악용될까 무섭다,
16038,매장 테스트 하는데 건너편 가게 주인인지 알바인지 암튼 사람 보여서 놀랐어요 ㄷㄷ,
16039,??? 너무 확대돼서 무서워요ㅠㅠㅠㅠㅠ분명 악용하는 사람 있을 거 같은..,
16040,아 저만 사생활침해 걱정되나요..? 기능이 좋으니 잘 사용하면 좋겠지만 악용될 가능성이 더 커보이는ㅠㅠㅠㅠ,
16041,솔직히 악용... 될 가능성 있을 것 같아요 대낮에도 커튼 치고 살아야할 날이 오겠어요,
16042,헐,
16043,와 달 찍히는거 부럽당.. ㅜ,
16044,무서우면서 신기...,
16045,대박....,
16046,와 세상에...,
16047,대단한데 좀무섭ㄷㅏ ㅠ,
16048,대박 생각만큼 흔들리지도 않네여..? 100배줌이면 사람손으론 너무 흔들려서 잘 못쓸거라고 생각했는데,
16049,"와,,,,,",
16050,카페에서 와이파이 비번 보는 용도로 딱이네여,
16051,달 사진 찍고싶다...,
16052,헉ॱଳ͘ 달 찍을 때 좋겠다,
16053,대박...,
16054,와....콘서트에서 ... 메뉴판 안보일 때 ... 갖고싶댜...,
16055,아무리 생각해도 외계인과 콜라보한 게 틀림없다,
16056,와...달 대박....,
16057,"와 저정도면 건물 안까지 다 보이겠어요 ,,",
16058,신기하고 좋은데 악용될까 무서워요,
16059,와 대박이당,
16060,달이 저렇게 보이다니,
16061,우와 신기하고 무섭..,
16062,헐 우와인데 악용될까 무섭다,
16063,매장 테스트 하는데 건너편 가게 주인인지 알바인지 암튼 사람 보여서 놀랐어요 ㄷㄷ,
16064,??? 너무 확대돼서 무서워요ㅠㅠㅠㅠㅠ분명 악용하는 사람 있을 거 같은..,
16065,아 저만 사생활침해 걱정되나요..? 기능이 좋으니 잘 사용하면 좋겠지만 악용될 가능성이 더 커보이는ㅠㅠㅠㅠ,
16066,솔직히 악용... 될 가능성 있을 것 같아요 대낮에도 커튼 치고 살아야할 날이 오겠어요,
16067,헐,
16068,와 달 찍히는거 부럽당.. ㅜ,
16069,무서우면서 신기...,
16070,대박....,
16071,와 세상에...,
16072,와 색감 진짜 잘 뽑은듯ㅠㅠ,
16073,헐 버즈도 저 색깔로 팔아요???짱 예쁘다.......유플로 사고 통신사만 kt쓰고싶다 ㅠㅠㅠㅠ저런 예쁜 색감 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ너무ㅠ예쁘네용 ㅠㅠ,
16074,와 대박적,
16075,핑크 버즈ㅜㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ핑크버즈도 유플전용인가요?ㅠㅠㅠㅠㅠ,
16076,진짜 예쁘다.. 노트 핑크 괜히 산 것인가..,
16077,아 너무 예쁘다 소품샵에서 봐야될 것 같아요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,
16078,헐 ㅠㅠㅠ이뻐라 ㅠㅠ,
16079,헐 버즈 완전 예뻐유,
16080,헐 완전 예쁜데,
16081,주변 핑크공주 친구들 지갑 열고 take my money 외치는 소리가 들리는군,
16082,헐 핑크버즈 ㅜㅜㅜㅜㅜㅜㅠㅜ,
16083,케이티 가족결합 할인이 생각보다 커서 유플로 가지 못하는 자의 설움 ㅠ,
